public_certificate_desc,"If a public certificate is provided, it will be used for ssl certificate pinning for notifications from Wirecard servers."
send_email,提交
sepa_mandate,SEPA授權
sepa_text_1,我授權債權人,: classes/helper/sepa-template.php:69
sepa_text_2,向我的銀行傳送指令，從我的帳戶直接扣除單筆款項。同時，我指示我的銀行依照債權人的指示從我的賬戶中扣款,: classes/helper/sepa-template.php:71
sepa_text_2b,。,: classes/helper/sepa-template.php:72
sepa_text_3,附註：作為我的權利的一部分，我有權根據我與我的銀行達成的協議條款及條件退款。退款必須在從我的賬戶中扣款之日起的 8 週內申請。,: classes/helper/sepa-template.php:78
sepa_text_4,我不可撤銷地同意，倘若直接扣款未獲兌現或對直接扣款存在異議，我的銀行將向債權人,: classes/helper/sepa-template.php:84
sepa_text_5,披露我的全名、地址以及出生日期。,: classes/helper/sepa-template.php:86
sepa_text_6,我已閱讀並接受 SEPA 直接扣款授權資訊。,: classes/helper/sepa-template.php:104
success_credentials,商戶組態已成功通過測試。,: classes/includes/class-wc-wirecard-payment-gateway.php:680
success_email,電郵已成功傳送,: classes/admin/class-wirecard-settings.php:299
support_email_title,提交支援請求
terms_of_use,使用條款
test_credentials,測試,": classes/includes/class-wc-gateway-wirecard-alipay-crossborder.php:145, : classes/includes/class-wc-gateway-wirecard-creditcard.php:243, : classes/includes/class-wc-gateway-wirecard-eps.php:143, : classes/includes/class-wc-gateway-wirecard-giropay.php:144, : classes/includes/class-wc-gateway-wirecard-guaranteed-invoice-ratepay.php:153, : classes/includes/class-wc-gateway-wirecard-ideal.php:149, : classes/includes/class-wc-gateway-wirecard-pay-by-bank-app.php:145, : classes/includes/class-wc-gateway-wirecard-paypal.php:152, : classes/includes/class-wc-gateway-wirecard-poipia.php:143, : classes/includes/class-wc-gateway-wirecard-sepa-credit-transfer.php:144, : classes/includes/class-wc-gateway-wirecard-sepa-direct-debit.php:148, : classes/includes/class-wc-gateway-wirecard-sofort.php:147, : woocommerce-wirecard-payment-gateway.php:355"
text_enabled,已啟用
text_min_age_notice,您必須年滿 18 歲才能使用此支付方式。
text_need_same_address_notice,送貨地址和帳單郵寄地址必須一致。
text_payment_action_pay,Purchase,": classes/includes/class-wc-gateway-wirecard-creditcard.php:258, : classes/includes/class-wc-gateway-wirecard-paypal.php:162, : classes/includes/class-wc-gateway-wirecard-sepa-direct-debit.php:192"
text_payment_action_reserve,Authorization,": classes/includes/class-wc-gateway-wirecard-creditcard.php:257, : classes/includes/class-wc-gateway-wirecard-paypal.php:161, : classes/includes/class-wc-gateway-wirecard-sepa-direct-debit.php:191"
text_payment_type_pia,Payment in Advance,: classes/includes/class-wc-gateway-wirecard-poipia.php:159
text_payment_type_poi,Payment on Invoice,: classes/includes/class-wc-gateway-wirecard-poipia.php:158
text_settings,設定
text_support,Support,: classes/admin/class-wirecard-settings.php:98
text_terms_accept,"I herewith confirm that I have read the <a href=""https://www.wirecardbank.de/privacy-documents/datenschutzhinweis-fur-die-wirecard-zahlarten/"" target=""_blank"">privacy notice</a> and <a target=""_blank"" href=""https://www.wirecardbank.de/privacy-documents/zusatzliche-geschaftsbedingungen-fur-wirecard-zahlarten/"">additional terms and conditions</a> for Wirecard payment types and that I accept their validity.",: classes/includes/class-wc-gateway-wirecard-guaranteed-invoice-ratepay.php:436
transfer_notice,請使用以下資料轉賬該金額：,: classes/includes/class-wc-gateway-wirecard-poipia.php:261
vault_save_text,儲存以備後用。,: classes/includes/class-wc-gateway-wirecard-creditcard.php:349
warning_credit_card_url_mismatch,注意：請在 URL 設定欄位中檢查您的認證。您可能已將生產帳戶設定/組合到測試帳戶。,: classes/includes/class-wc-gateway-wirecard-creditcard.php:777
